season,weeksofar,teamID,team,massey,normalizedMassey
2017,17,13,Houston Texans,-2.838300111,0.283962847
2017,17,21,New York Giants,-3.423283681,0.2254644899
2017,17,14,Indianapolis Colts,-3.590858505,0.2087070075
2017,17,8,Cleveland Browns,-5.67792858,0
2017,18,18,Minnesota Vikings,4.479842662,1
2017,18,20,New Orleans Saints,4.425734101,0.9945891439
2017,18,19,New England Patriots,3.778079796,0.9298237135
2017,18,2,Atlanta Falcons,3.427007452,0.894716479
2017,18,24,Philadelphia Eagles,3.01625735,0.8536414688
2017,18,25,Pittsburgh Steelers,2.286733484,0.7806890822
2017,18,5,Carolina Panthers,2.016300797,0.7536458135
2017,18,15,Jacksonville Jaguars,1.83848672,0.7358644058
2017,18,11,Detroit Lions,1.550808403,0.7070965741
2017,18,16,Kansas City Chiefs,1.538355826,0.7058513164
2017,18,3,Baltimore Ravens,1.186703587,0.6706860925
2017,18,29,Seattle Seahawks,0.8466263038,0.6366783642
2017,18,27,Los Angeles Chargers,0.7983176094,0.6318474947
2017,18,26,Los Angeles Rams,0.7756733757,0.6295830714
2017,18,9,Dallas Cowboys,0.5456125538,0.6065769892
2017,18,12,Green Bay Packers,-0.2472865434,0.5272870795
2017,18,30,Tampa Bay Buccaneers,-0.4432077162,0.5076949622
2017,18,31,Tennessee Titans,-0.4564786775,0.506367866
2017,18,4,Buffalo Bills,-0.4858205172,0.5034336821
2017,18,6,Chicago Bears,-0.6768070395,0.4843350299
2017,18,32,Washington Commanders,-1.161753102,0.4358404236
2017,18,28,San Francisco 49ers,-1.279661859,0.4240495479
2017,18,7,Cincinnati Bengals,-1.48684141,0.4033315928
2017,18,1,Arizona Cardinals,-1.608117736,0.3912039602
2017,18,17,Miami Dolphins,-1.914641362,0.3605515976
2017,18,23,Las Vegas Raiders,-2.022142682,0.3498014656
2017,18,22,New York Jets,-2.114664822,0.3405492516
2017,18,10,Denver Broncos,-2.886378674,0.2633778664
2017,18,13,Houston Texans,-2.98142084,0.2538736498
2017,18,14,Indianapolis Colts,-3.601502589,0.1918654749
2017,18,21,New York Giants,-3.623657112,0.1896500226
2017,18,8,Cleveland Browns,-5.520157338,0
2017,19,18,Minnesota Vikings,4.696066422,1
2017,19,19,New England Patriots,4.456254904,0.9760188483
2017,19,24,Philadelphia Eagles,3.588832332,0.889276591
2017,19,20,New Orleans Saints,3.558227748,0.8862161326
2017,19,2,Atlanta Falcons,2.697193192,0.800112677
2017,19,15,Jacksonville Jaguars,1.922270219,0.7226203798
2017,19,5,Carolina Panthers,1.8420655,0.7145999079
2017,19,25,Pittsburgh Steelers,1.782456744,0.7086390322
2017,19,16,Kansas City Chiefs,1.548861779,0.6852795357
2017,19,11,Detroit Lions,1.377417642,0.6681351221
2017,19,3,Baltimore Ravens,0.982717455,0.6286651033
2017,19,27,Los Angeles Chargers,0.9638825208,0.6267816099
2017,19,29,Seattle Seahawks,0.7524009635,0.6056334542
2017,19,9,Dallas Cowboys,0.7401218958,0.6044055474
2017,19,26,Los Angeles Rams,0.6873485572,0.5991282136
2017,19,4,Buffalo Bills,-0.3711672234,0.4932766355
2017,19,12,Green Bay Packers,-0.3999200476,0.4904013531
2017,19,30,Tampa Bay Buccaneers,-0.4683799423,0.4835553636
2017,19,6,Chicago Bears,-0.680251051,0.4623682527
2017,19,32,Washington Commanders,-0.917252037,0.4386681541
2017,19,28,San Francisco 49ers,-1.214390278,0.40895433
2017,19,31,Tennessee Titans,-1.365935671,0.3937997908
2017,19,7,Cincinnati Bengals,-1.521023018,0.3782910561
2017,19,1,Arizona Cardinals,-1.524566129,0.3779367449
2017,19,23,Las Vegas Raiders,-1.746254833,0.3557678745
2017,19,17,Miami Dolphins,-1.761044109,0.3542889469
2017,19,22,New York Jets,-1.885319724,0.3418613854
2017,19,10,Denver Broncos,-2.514415355,0.2789518223
2017,19,13,Houston Texans,-3.14195722,0.2161976358
2017,19,21,New York Giants,-3.229032044,0.2074901535
2017,19,14,Indianapolis Colts,-3.551275614,0.1752657964
2017,19,8,Cleveland Browns,-5.303933578,0
2017,20,24,Philadelphia Eagles,4.674005216,1
2017,20,19,New England Patriots,4.634421408,0.9960416191
2017,20,18,Minnesota Vikings,3.279729701,0.8605724485
2017,20,20,New Orleans Saints,3.271410504,0.8597405288
2017,20,2,Atlanta Falcons,2.630353874,0.7956348657
2017,20,5,Carolina Panthers,1.730193457,0.7056188241
2017,20,16,Kansas City Chiefs,1.691715847,0.7017710631
2017,20,15,Jacksonville Jaguars,1.488640739,0.6814635522
2017,20,25,Pittsburgh Steelers,1.484805791,0.6810800574
2017,20,27,Los Angeles Chargers,1.126292604,0.6452287388
2017,20,11,Detroit Lions,1.056463822,0.6382458606
2017,20,9,Dallas Cowboys,0.9811420136,0.6307136797
2017,20,29,Seattle Seahawks,0.8269504182,0.6152945202
2017,20,3,Baltimore Ravens,0.7183867637,0.6044381547
2017,20,26,Los Angeles Rams,0.7019269482,0.6027921732
2017,20,4,Buffalo Bills,-0.3027147824,0.5023280001
2017,20,30,Tampa Bay Buccaneers,-0.5381194872,0.4787875296
2017,20,32,Washington Commanders,-0.674151023,0.4651843761
2017,20,12,Green Bay Packers,-0.6831386646,0.4642856119
2017,20,6,Chicago Bears,-0.8676066451,0.4458388138
2017,20,28,San Francisco 49ers,-1.063051378,0.4262943406
2017,20,31,Tennessee Titans,-1.351733144,0.3974261639
2017,20,1,Arizona Cardinals,-1.366802907,0.3959191876
2017,20,23,Las Vegas Raiders,-1.46065446,0.3865340323
2017,20,17,Miami Dolphins,-1.613528636,0.3712466147
2017,20,7,Cincinnati Bengals,-1.689584991,0.3636409793
2017,20,22,New York Jets,-1.750868069,0.3575126714
2017,20,10,Denver Broncos,-2.201087998,0.3124906786
2017,20,21,New York Giants,-2.839051012,0.2486943772
2017,20,13,Houston Texans,-3.079560443,0.224643434
2017,20,14,Indianapolis Colts,-3.488790683,0.1837204101
2017,20,8,Cleveland Browns,-5.325994784,0
2017,21,24,Philadelphia Eagles,5.123480492,1
2017,21,19,New England Patriots,3.361453272,0.823797278
2017,21,18,Minnesota Vikings,3.025757761,0.7902277269
2017,21,20,New Orleans Saints,2.902635111,0.7779154619
2017,21,2,Atlanta Falcons,2.350920819,0.7227440327
2017,21,5,Carolina Panthers,1.53072467,0.6407244179
2017,21,16,Kansas City Chiefs,1.529738958,0.6406258467
2017,21,15,Jacksonville Jaguars,1.289488034,0.6166007543
2017,21,25,Pittsburgh Steelers,1.278400295,0.6154919804
2017,21,9,Dallas Cowboys,1.071241727,0.5947761235
2017,21,27,Los Angeles Chargers,1.019731807,0.5896251315
2017,21,11,Detroit Lions,0.9647581754,0.5841277684
2017,21,29,Seattle Seahawks,0.8689740148,0.5745493523
2017,21,26,Los Angeles Rams,0.7474211552,0.5623940664
2017,21,3,Baltimore Ravens,0.6193146477,0.5495834156
2017,21,32,Washington Commanders,-0.4333632326,0.4443156276
2017,21,4,Buffalo Bills,-0.4368394494,0.4439680059
2017,21,30,Tampa Bay Buccaneers,-0.5690204492,0.4307499059
2017,21,12,Green Bay Packers,-0.6167127406,0.4259806768
2017,21,6,Chicago Bears,-0.7457381597,0.4130781349
2017,21,28,San Francisco 49ers,-0.8474346688,0.402908484
2017,21,1,Arizona Cardinals,-1.127853358,0.374866615
2017,21,31,Tennessee Titans,-1.285005534,0.3591513974
2017,21,23,Las Vegas Raiders,-1.33196799,0.3544551518
2017,21,7,Cincinnati Bengals,-1.569540904,0.3306978604
2017,21,17,Miami Dolphins,-1.636475731,0.3240043777
2017,21,22,New York Jets,-1.761801894,0.3114717615
2017,21,10,Denver Broncos,-2.002824553,0.2873694955
2017,21,21,New York Giants,-2.404407115,0.2472112393
2017,21,13,Houston Texans,-2.852603466,0.2023916043
2017,21,14,Indianapolis Colts,-3.185932183,0.1690587325
2017,21,8,Cleveland Browns,-4.876519508,0
2018,1,24,Philadelphia Eagles,6.491852344,1
2018,1,19,New England Patriots,3.054787317,0.6562934973
2018,1,18,Minnesota Vikings,2.206950639,0.5715098295
2018,1,2,Atlanta Falcons,1.761926071,0.5270073727
2018,1,16,Kansas City Chiefs,1.397749959,0.4905897615
2018,1,20,New Orleans Saints,1.250625582,0.4758773238
2018,1,5,Carolina Panthers,1.204711538,0.4712859195
2018,1,15,Jacksonville Jaguars,1.022868428,0.4531016085
2018,1,3,Baltimore Ravens,0.9267899466,0.4434937603
2018,1,27,Los Angeles Chargers,0.9265968907,0.4434744547
2018,1,32,Washington Commanders,0.5606399355,0.4068787592
2018,1,9,Dallas Cowboys,0.4761641226,0.3984311779
2018,1,30,Tampa Bay Buccaneers,0.4733239465,0.3981471603
2018,1,25,Pittsburgh Steelers,0.4036133974,0.3911761054
2018,1,29,Seattle Seahawks,0.2434805084,0.3751628165
2018,1,26,Los Angeles Rams,0.09937034891,0.3607518005
2018,1,28,San Francisco 49ers,-0.2175399064,0.329060775
2018,1,7,Cincinnati Bengals,-0.2453080962,0.326283956
2018,1,11,Detroit Lions,-0.306444626,0.320170303
2018,1,6,Chicago Bears,-0.434127237,0.3074020419
2018,1,22,New York Jets,-0.5780951267,0.293005253
2018,1,17,Miami Dolphins,-0.748395037,0.2759752619
2018,1,10,Denver Broncos,-0.8836063454,0.2624541311
2018,1,12,Green Bay Packers,-0.9541623553,0.2553985301
2018,1,1,Arizona Cardinals,-1.026463983,0.2481683673
2018,1,21,New York Giants,-1.299217187,0.2208930469
2018,1,4,Buffalo Bills,-1.613577824,0.1894569832
2018,1,23,Las Vegas Raiders,-1.752889319,0.1755258337
2018,1,31,Tennessee Titans,-2.382908368,0.1125239288
2018,1,14,Indianapolis Colts,-3.121670265,0.03864773917
2018,1,8,Cleveland Browns,-3.428897641,0.007925001514
2018,1,13,Houston Texans,-3.508147656,0
2018,2,24,Philadelphia Eagles,6.095659633,1
2018,2,18,Minnesota Vikings,2.564700043,0.646904041
2018,2,2,Atlanta Falcons,2.377773069,0.6282113436
2018,2,19,New England Patriots,2.274337607,0.6178677974
2018,2,15,Jacksonville Jaguars,2.139989186,0.6044329554
2018,2,27,Los Angeles Chargers,1.415789569,0.5320129936
2018,2,20,New Orleans Saints,1.391633758,0.5295974126
2018,2,30,Tampa Bay Buccaneers,1.346716294,0.5251056661
2018,2,16,Kansas City Chiefs,1.334692369,0.5239032736
2018,2,5,Carolina Panthers,1.009541452,0.491388182
2018,2,7,Cincinnati Bengals,0.9821610994,0.4886501467
2018,2,9,Dallas Cowboys,0.8816551795,0.4785995547
2018,2,26,Los Angeles Rams,0.8734826956,0.4777823063
2018,2,3,Baltimore Ravens,0.4608748619,0.4365215229
2018,2,6,Chicago Bears,0.4281982411,0.4332538609
2018,2,25,Pittsburgh Steelers,0.04831686616,0.3952657234
2018,2,28,San Francisco 49ers,-0.05474142796,0.3849598939
2018,2,17,Miami Dolphins,-0.2989652275,0.360537514
2018,2,11,Detroit Lions,-0.4550205311,0.3449319836
2018,2,12,Green Bay Packers,-0.5217420218,0.3382598346
2018,2,29,Seattle Seahawks,-0.5321181064,0.3372222261
2018,2,32,Washington Commanders,-0.7350780678,0.31692623
2018,2,22,New York Jets,-1.076831813,0.2827508555
2018,2,10,Denver Broncos,-1.260509618,0.2643830749
2018,2,1,Arizona Cardinals,-1.960518951,0.1943821417
2018,2,21,New York Giants,-2.088395501,0.1815944866
2018,2,14,Indianapolis Colts,-2.185211624,0.1719128743
2018,2,23,Las Vegas Raiders,-2.313637934,0.1590702434
2018,2,4,Buffalo Bills,-2.384719544,0.1519620823
2018,2,31,Tennessee Titans,-2.45899851,0.1445341857
2018,2,8,Cleveland Browns,-3.394692677,0.05096476903
2018,2,13,Houston Texans,-3.904340367,0
2018,3,24,Philadelphia Eagles,5.741975939,1
2018,3,2,Atlanta Falcons,1.986960882,0.6244984943
2018,3,20,New Orleans Saints,1.949964439,0.62079885
2018,3,16,Kansas City Chiefs,1.830335178,0.6088359238
2018,3,5,Carolina Panthers,1.814141073,0.6072165134
2018,3,26,Los Angeles Rams,1.736792914,0.5994816974
2018,3,15,Jacksonville Jaguars,1.574134899,0.583215896
2018,3,19,New England Patriots,1.440316878,0.5698340939
2018,3,18,Minnesota Vikings,1.401940409,0.565996447
2018,3,30,Tampa Bay Buccaneers,1.249004763,0.5507028824
2018,3,3,Baltimore Ravens,1.239087757,0.5497111818
2018,3,17,Miami Dolphins,0.725560598,0.4983584659
2018,3,6,Chicago Bears,0.6434985963,0.4901522657
2018,3,7,Cincinnati Bengals,0.5142312147,0.4772255276
2018,3,29,Seattle Seahawks,0.5009552299,0.4758979291
2018,3,25,Pittsburgh Steelers,0.4436380844,0.4701662145
2018,3,27,Los Angeles Chargers,0.3953409223,0.4653364983
2018,3,11,Detroit Lions,0.2599440205,0.4517968081
2018,3,32,Washington Commanders,-0.006503416157,0.4251520645
2018,3,9,Dallas Cowboys,-0.0931360172,0.4164888044
2018,3,28,San Francisco 49ers,-0.9035291483,0.3354494913
2018,3,4,Buffalo Bills,-1.491614359,0.2766409702
2018,3,22,New York Jets,-1.517737243,0.2740286818
2018,3,12,Green Bay Packers,-1.695447589,0.2562576472
2018,3,10,Denver Broncos,-1.829510077,0.2428513984
2018,3,1,Arizona Cardinals,-1.890901407,0.2367122654
2018,3,31,Tennessee Titans,-1.913118833,0.2344905228
2018,3,14,Indianapolis Colts,-1.927867399,0.2330156661
2018,3,21,New York Giants,-2.191387385,0.2066636676
2018,3,8,Cleveland Browns,-2.778370268,0.1479653792
2018,3,23,Las Vegas Raiders,-2.950676595,0.1307347465
2018,3,13,Houston Texans,-4.258024061,0
2018,4,24,Philadelphia Eagles,5.734696072,1
2018,4,26,Los Angeles Rams,3.067418904,0.7332722833
2018,4,15,Jacksonville Jaguars,2.662910395,0.6928214323
2018,4,3,Baltimore Ravens,2.635161822,0.690046575
2018,4,20,New Orleans Saints,2.61513131,0.6880435238
2018,4,6,Chicago Bears,2.106317724,0.6371621653
2018,4,2,Atlanta Falcons,2.103926751,0.6369230679
2018,4,16,Kansas City Chiefs,2.001153463,0.6266457391
2018,4,5,Carolina Panthers,1.993369205,0.6258673133
2018,4,19,New England Patriots,1.898012634,0.6163316562
2018,4,18,Minnesota Vikings,1.328707776,0.5594011704
2018,4,7,Cincinnati Bengals,1.04723091,0.5312534838
2018,4,29,Seattle Seahawks,0.9356682714,0.5200972199
2018,4,30,Tampa Bay Buccaneers,0.4930423776,0.4758346306
2018,4,11,Detroit Lions,0.0444659209,0.4309769849
2018,4,32,Washington Commanders,-0.04325044829,0.422205348
2018,4,17,Miami Dolphins,-0.08871380758,0.417659012
2018,4,27,Los Angeles Chargers,-0.09729289984,0.4168011028
2018,4,9,Dallas Cowboys,-0.1123815413,0.4152922387
2018,4,25,Pittsburgh Steelers,-0.3613420725,0.3903961856
2018,4,12,Green Bay Packers,-0.7355044452,0.3529799483
2018,4,31,Tennessee Titans,-0.9105640423,0.3354739886
2018,4,28,San Francisco 49ers,-1.033528548,0.323177538
2018,4,1,Arizona Cardinals,-2.190908651,0.2074395277
2018,4,10,Denver Broncos,-2.397995696,0.1867308232
2018,4,14,Indianapolis Colts,-2.412642091,0.1852661837
2018,4,22,New York Jets,-3.047725349,0.1217578579
2018,4,4,Buffalo Bills,-3.087689964,0.1177613964
2018,4,23,Las Vegas Raiders,-3.203871737,0.1061432191
2018,4,8,Cleveland Browns,-3.312455892,0.09528480357
2018,4,21,New York Giants,-3.366042425,0.08992615033
2018,4,13,Houston Texans,-4.265303928,0
2018,5,24,Philadelphia Eagles,5.284027929,1
2018,5,26,Los Angeles Rams,3.705221224,0.8421193295
2018,5,20,New Orleans Saints,3.678734007,0.8394706078
2018,5,16,Kansas City Chiefs,3.615214467,0.8331186538
2018,5,3,Baltimore Ravens,2.821313439,0.753728551
2018,5,6,Chicago Bears,2.735251673,0.7451223744
2018,5,7,Cincinnati Bengals,2.682151653,0.7398123724
2018,5,19,New England Patriots,2.620143542,0.7336115613
2018,5,15,Jacksonville Jaguars,2.136983403,0.6852955474
2018,5,5,Carolina Panthers,2.044537363,0.6760509434
2018,5,18,Minnesota Vikings,1.679537799,0.639550987
2018,5,11,Detroit Lions,1.292062428,0.6008034499
2018,5,25,Pittsburgh Steelers,1.25477747,0.5970749542
2018,5,2,Atlanta Falcons,1.15766729,0.5873639361
2018,5,27,Los Angeles Chargers,0.8153476742,0.5531319745
2018,5,30,Tampa Bay Buccaneers,0.7618876186,0.547785969
2018,5,29,Seattle Seahawks,0.1714289903,0.4887401061
2018,5,17,Miami Dolphins,-0.9255541439,0.3790417927
2018,5,31,Tennessee Titans,-1.054242262,0.3661729809
2018,5,9,Dallas Cowboys,-1.27443257,0.3441539501
2018,5,12,Green Bay Packers,-1.392324315,0.3323647756
2018,5,32,Washington Commanders,-1.416505199,0.3299466872
2018,5,22,New York Jets,-1.8764421,0.2839529971
2018,5,1,Arizona Cardinals,-2.009938599,0.2706033472
2018,5,8,Cleveland Browns,-2.103012102,0.2612959969
2018,5,28,San Francisco 49ers,-2.501308257,0.2214663814
2018,5,4,Buffalo Bills,-3.207440486,0.1508531585
2018,5,14,Indianapolis Colts,-3.661051877,0.1054920194
2018,5,10,Denver Broncos,-3.707728507,0.1008243564
2018,5,21,New York Giants,-4.237176646,0.04787954252
2018,5,13,Houston Texans,-4.373158835,0.03428132356
2018,5,23,Las Vegas Raiders,-4.715972071,0
2018,6,24,Philadelphia Eagles,4.663980655,1
2018,6,16,Kansas City Chiefs,3.33449593,0.8670515275
2018,6,20,New Orleans Saints,3.199589272,0.8535608617
2018,6,26,Los Angeles Rams,3.111442298,0.8447461643
2018,6,3,Baltimore Ravens,3.07652842,0.8412547765
2018,6,19,New England Patriots,2.37454992,0.7710569265
2018,6,18,Minnesota Vikings,2.103284801,0.7439304146
2018,6,6,Chicago Bears,1.726213153,0.7062232499
2018,6,2,Atlanta Falcons,1.641670838,0.6977690183
2018,6,27,Los Angeles Chargers,1.616753879,0.6952773225
2018,6,25,Pittsburgh Steelers,1.514927317,0.6850946662
2018,6,7,Cincinnati Bengals,1.399502722,0.6735522067
2018,6,11,Detroit Lions,1.238666609,0.6574685954
2018,6,5,Carolina Panthers,1.169595697,0.6505615042
2018,6,29,Seattle Seahawks,0.7712604258,0.6107279771
2018,6,30,Tampa Bay Buccaneers,0.7655528583,0.6101572204
2018,6,15,Jacksonville Jaguars,0.5241296146,0.586014896
2018,6,9,Dallas Cowboys,0.1753138907,0.5511333236
2018,6,32,Washington Commanders,-0.115506365,0.522051298
2018,6,17,Miami Dolphins,-0.5041354328,0.4831883913
2018,6,22,New York Jets,-0.7293387663,0.4606680579
2018,6,12,Green Bay Packers,-0.754260309,0.4581759036
2018,6,31,Tennessee Titans,-1.773312031,0.3562707314
2018,6,8,Cleveland Browns,-2.17750178,0.3158517566
2018,6,28,San Francisco 49ers,-2.569475693,0.2766543652
2018,6,10,Denver Broncos,-2.764716917,0.2571302428
2018,6,1,Arizona Cardinals,-2.776487746,0.2559531599
2018,6,13,Houston Texans,-3.195607458,0.2140411887
2018,6,4,Buffalo Bills,-3.622547024,0.1713472322
2018,6,14,Indianapolis Colts,-3.969028505,0.136699084
2018,6,21,New York Giants,-4.119520924,0.1216498421
2018,6,23,Las Vegas Raiders,-5.336019345,0
2018,7,16,Kansas City Chiefs,4.384646011,1
2018,7,26,Los Angeles Rams,4.310611708,0.9925965697
2018,7,24,Philadelphia Eagles,4.216979275,0.9832333264
2018,7,20,New Orleans Saints,3.684757789,0.9300111778
2018,7,3,Baltimore Ravens,3.528635287,0.9143989276
2018,7,19,New England Patriots,2.785029657,0.8400383646
2018,7,18,Minnesota Vikings,2.716851425,0.8332205414
2018,7,11,Detroit Lions,2.068870321,0.768422431
2018,7,5,Carolina Panthers,2.052235076,0.7667589065
2018,7,2,Atlanta Falcons,1.854614683,0.7469968672
2018,7,25,Pittsburgh Steelers,1.612632718,0.7227986707
2018,7,27,Los Angeles Chargers,1.584649863,0.7200003852
2018,7,30,Tampa Bay Buccaneers,1.051673411,0.66670274
2018,7,7,Cincinnati Bengals,0.8569315889,0.6472285578
2018,7,29,Seattle Seahawks,0.7524271658,0.6367781155
2018,7,6,Chicago Bears,0.734367642,0.6349721631
2018,7,32,Washington Commanders,0.1666516771,0.5782005666
2018,7,9,Dallas Cowboys,-0.08725801329,0.5528095976
2018,7,15,Jacksonville Jaguars,-0.5959280652,0.5019425924
2018,7,12,Green Bay Packers,-0.7913424533,0.4824011536
2018,7,22,New York Jets,-1.367318492,0.4248035497
2018,7,17,Miami Dolphins,-1.559094853,0.4056259136
2018,7,31,Tennessee Titans,-1.801441166,0.3813912823
2018,7,10,Denver Broncos,-1.875106036,0.3740247953
2018,7,13,Houston Texans,-1.931931506,0.3683422483
2018,7,8,Cleveland Browns,-2.387669464,0.3227684525
2018,7,14,Indianapolis Colts,-3.073252337,0.2542101652
2018,7,28,San Francisco 49ers,-3.706452559,0.190890143
2018,7,1,Arizona Cardinals,-4.339902043,0.1275451946
2018,7,21,New York Giants,-4.510828174,0.1104525815
2018,7,4,Buffalo Bills,-4.71968615,0.08956678392
2018,7,23,Las Vegas Raiders,-5.615353989,0
2018,8,20,New Orleans Saints,4.129481539,1
2018,8,24,Philadelphia Eagles,4.099251667,0.9969770128
2018,8,16,Kansas City Chiefs,4.095872266,0.9966390728
2018,8,26,Los Angeles Rams,3.927335463,0.9797853924
2018,8,5,Carolina Panthers,2.955819517,0.8826337978
2018,8,19,New England Patriots,2.470350352,0.8340868814
2018,8,2,Atlanta Falcons,2.114534388,0.7985052849
2018,8,3,Baltimore Ravens,1.966357104,0.7836875566
2018,8,25,Pittsburgh Steelers,1.949714585,0.7820233046
2018,8,29,Seattle Seahawks,1.944042709,0.781456117
2018,8,18,Minnesota Vikings,1.781076769,0.765159523
2018,8,6,Chicago Bears,1.325718574,0.7196237035
2018,8,32,Washington Commanders,1.1601952,0.7030713661
2018,8,7,Cincinnati Bengals,1.125956741,0.6996475202
2018,8,27,Los Angeles Chargers,0.9717033932,0.6842221854
2018,8,30,Tampa Bay Buccaneers,0.8343998381,0.6704918299
2018,8,11,Detroit Lions,0.5953182025,0.6465836664
2018,8,9,Dallas Cowboys,0.1138466908,0.5984365152
2018,8,13,Houston Texans,-0.6625680208,0.520795044
2018,8,15,Jacksonville Jaguars,-0.8107800225,0.5059738439
2018,8,12,Green Bay Packers,-0.8281066034,0.5042411858
2018,8,31,Tennessee Titans,-1.517725401,0.435279306
2018,8,14,Indianapolis Colts,-1.940422012,0.3930096449
2018,8,22,New York Jets,-2.27418909,0.3596329371
2018,8,10,Denver Broncos,-2.27849161,0.3592026852
2018,8,17,Miami Dolphins,-2.432511563,0.3438006898
2018,8,8,Cleveland Browns,-3.112970005,0.2757548456
2018,8,1,Arizona Cardinals,-3.184907874,0.2685610587
2018,8,28,San Francisco 49ers,-3.843637928,0.2026880533
2018,8,21,New York Giants,-3.972850727,0.1897667734
2018,8,4,Buffalo Bills,-4.831295681,0.103922278
2018,8,23,Las Vegas Raiders,-5.870518461,0
2018,9,20,New Orleans Saints,4.407904336,1
2018,9,16,Kansas City Chiefs,3.992966314,0.9585061979
2018,9,5,Carolina Panthers,3.125329311,0.8717424975
2018,9,24,Philadelphia Eagles,3.104133982,0.8696229647
2018,9,26,Los Angeles Rams,2.836333641,0.8428429306
2018,9,19,New England Patriots,2.416148838,0.8008244502
2018,9,2,Atlanta Falcons,2.378622409,0.7970718074
2018,9,25,Pittsburgh Steelers,2.17769548,0.7769791144
2018,9,18,Minnesota Vikings,1.992934727,0.7585030392
2018,9,6,Chicago Bears,1.439524491,0.7031620155
2018,9,7,Cincinnati Bengals,1.311058082,0.6903153746
2018,9,3,Baltimore Ravens,1.250777136,0.68428728
2018,9,27,Los Angeles Chargers,1.205960635,0.6798056299
2018,9,29,Seattle Seahawks,0.6760967904,0.6268192455
2018,9,30,Tampa Bay Buccaneers,0.2824498095,0.5874545474
2018,9,32,Washington Commanders,0.03098636344,0.5623082028
2018,9,13,Houston Texans,-0.2059210895,0.5386174575
2018,9,11,Detroit Lions,-0.3501441396,0.5241951525
2018,9,31,Tennessee Titans,-0.4336197795,0.5158475885
2018,9,15,Jacksonville Jaguars,-0.7975803709,0.4794515293
2018,9,17,Miami Dolphins,-1.012877094,0.457921857
2018,9,12,Green Bay Packers,-1.213538023,0.4378557641
2018,9,9,Dallas Cowboys,-1.319337494,0.427275817
2018,9,14,Indianapolis Colts,-1.684924975,0.390717069
2018,9,22,New York Jets,-2.108885467,0.3483210197
2018,9,10,Denver Broncos,-2.124941636,0.3467154028
2018,9,28,San Francisco 49ers,-2.426586752,0.3165508913
2018,9,8,Cleveland Browns,-2.686516938,0.2905578726
2018,9,1,Arizona Cardinals,-2.889956188,0.2702139477
2018,9,21,New York Giants,-3.550124025,0.2041971639
2018,9,4,Buffalo Bills,-4.231872709,0.1360222955
2018,9,23,Las Vegas Raiders,-5.592095664,0
2018,10,20,New Orleans Saints,4.478328511,1
2018,10,16,Kansas City Chiefs,4.134932266,0.9656603755
2018,10,25,Pittsburgh Steelers,3.222698364,0.8744369853
2018,10,26,Los Angeles Rams,2.94820786,0.8469879349
2018,10,5,Carolina Panthers,2.206544856,0.7728216346
2018,10,6,Chicago Bears,2.142374717,0.7664046207
2018,10,24,Philadelphia Eagles,1.964000682,0.7485672171
2018,10,27,Los Angeles Chargers,1.90244929,0.7424120779
2018,10,18,Minnesota Vikings,1.688805515,0.7210477004
2018,10,19,New England Patriots,1.604050587,0.7125722076
2018,10,3,Baltimore Ravens,1.503083412,0.7024754901
2018,10,2,Atlanta Falcons,1.255986519,0.6777658008
2018,10,32,Washington Commanders,0.8872624895,0.6408933979
2018,10,7,Cincinnati Bengals,0.8417648682,0.6363436357
2018,10,31,Tennessee Titans,0.2831329359,0.5804804425
2018,10,29,Seattle Seahawks,0.2726640967,0.5794335586
2018,10,13,Houston Texans,-0.08497586255,0.5436695627
2018,10,12,Green Bay Packers,-0.5710272051,0.4950644284
2018,10,30,Tampa Bay Buccaneers,-0.5779368838,0.4943734605
2018,10,9,Dallas Cowboys,-0.6179101197,0.4903761369
2018,10,15,Jacksonville Jaguars,-1.069828949,0.445184254
2018,10,11,Detroit Lions,-1.23973312,0.4281938369
2018,10,8,Cleveland Browns,-1.261725587,0.4259945902
2018,10,14,Indianapolis Colts,-1.465425074,0.4056246415
2018,10,17,Miami Dolphins,-1.950226785,0.3571444705
2018,10,10,Denver Broncos,-2.269403325,0.3252268164
2018,10,28,San Francisco 49ers,-2.666234145,0.2855437344
2018,10,21,New York Giants,-2.893318948,0.2628352541
2018,10,1,Arizona Cardinals,-2.953619151,0.2568052339
2018,10,22,New York Jets,-2.980125608,0.2541545882
2018,10,4,Buffalo Bills,-3.213124717,0.2308546772
2018,10,23,Las Vegas Raiders,-5.521671489,0
2018,11,20,New Orleans Saints,4.764146634,1
2018,11,16,Kansas City Chiefs,4.127538035,0.93633914
2018,11,26,Los Angeles Rams,3.218591734,0.8454445099
2018,11,25,Pittsburgh Steelers,3.20885608,0.8444709446
2018,11,6,Chicago Bears,2.366207761,0.7602061127
2018,11,3,Baltimore Ravens,1.790927341,0.7026780706
2018,11,19,New England Patriots,1.789001729,0.7024855094
2018,11,5,Carolina Panthers,1.744125837,0.6979979202
2018,11,27,Los Angeles Chargers,1.723181822,0.6959035188
2018,11,24,Philadelphia Eagles,1.2083542,0.6444207566
2018,11,18,Minnesota Vikings,1.139484328,0.6375337693
2018,11,7,Cincinnati Bengals,0.8638272211,0.6099680587
2018,11,2,Atlanta Falcons,0.734117311,0.5969970677
2018,11,29,Seattle Seahawks,0.4287316916,0.5664585057
2018,11,32,Washington Commanders,0.3805209608,0.5616374326
2018,11,13,Houston Texans,0.3560045032,0.5591857869
